nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
Wall,Matthew,0.12280701754385964,0.8479495522148693,0.4375000000000001,H,oui,master,Île-de-France,oui,0.31436210847975554,célibataire,,0.45,,,0.725051412200691
James,Brad,0.5789473684210525,-0.6854463878458863,0.5147058823529412,H,non,master,Auvergne-Rhône-Alpes,oui,0.0,célibataire,0.2,0.29,0.9052823315118396,0.14043529496645102,0.5225570402562886
Jones,Danielle,0.9473684210526315,-0.6854463878458863,0.6850490196078431,F,non,master,Hauts-de-France,non,0.24178762414056532,,,0.0,0.1730418943533697,0.5190110867944494,0.0
Williams,Rachel,0.26315789473684215,0.3879307701966427,0.5882352941176472,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,0.7085561497326204,célibataire,1.0,0.28,,0.5190110867944494,0.19709364939672552
Perez,Tracey,0.38596491228070173,0.1221421405861094,0.4718137254901962,F,non,bac,Bretagne,oui,0.14381207028265852,,0.4,0.9,,0.12719463216372864,0.0
Rogers,Kayla,0.15789473684210525,0.14258741978692122,0.37745098039215685,F,non,doctorat,Occitanie,oui,0.13903743315508021,veuf,,0.15,,0.5190110867944494,0.2082178157651185
Cummings,Corey,0.49122807017543857,0.10169686138530047,0.6213235294117648,F,non,bac,Bretagne,oui,0.04373567608861727,célibataire,,0.13,,0.5190110867944494,0.0
Hawkins,Julie,0.6491228070175438,-0.7467822254483188,0.5919117647058824,H,non,master,Provence-Alpes-Côte d’Azur,oui,0.38216195569136746,,0.8,0.9,,1.0,0.26798646936803333
West,Adam,0.8596491228070174,-0.8592312610527736,0.30637254901960786,H,non,master,Normandie,oui,0.4497708174178762,divorcé,,0.16,0.6065573770491802,0.5190110867944494,0.09865209812791607
Foster,Michael,0.3508771929824561,0.7048325978091983,0.36397058823529416,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,0.08613445378151262,veuf,,0.75,,,0.17790250157413945
Hicks,Kristina,0.631578947368421,-1.0739066926612788,0.3137254901960784,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,0.5509931245225363,célibataire,,0.62,0.02732240437158462,0.16207210023808952,0.6607542676939748
Brown,Kimberly,0.9298245614035087,-1.7281556270872018,0.4227941176470589,F,oui,doctorat,Hauts-de-France,oui,0.6856378915202445,veuf,,0.43,,,0.4036768253495308
Flores,Larry,0.6140350877192983,0.4083760493974516,0.4473039215686275,F,non,bac,Île-de-France,oui,0.20836516424751717,,0.6000000000000001,0.76,0.0564663023679417,,0.0
Rowe,Ashley,0.631578947368421,-0.06186537222117954,0.4950980392156863,H,non,doctorat,Hauts-de-France,oui,0.03151260504201682,marié,,0.52,,0.08582862365022487,0.0
Francis,Greg,0.6491228070175438,-1.9019405002940863,0.3651960784313726,F,non,doctorat,Hauts-de-France,oui,0.722498090145149,veuf,0.4,0.39,0.9781420765027321,1.0,0.5167932860366633
Ferguson,Michael,0.5789473684210525,0.07102894258408421,0.5919117647058824,F,non,bac+2,Hauts-de-France,non,0.2824675324675325,divorcé,0.2,0.61,,0.08958803299583945,0.0
Floyd,Fred,0.7894736842105262,-1.0023482154584447,0.6580882352941178,H,non,master,Normandie,oui,0.19041252864782277,marié,0.8,0.13,,0.09513768307640509,0.4775640351102745
Murray,Regina,0.719298245614035,-0.889899179853987,0.5208333333333334,F,non,bac,Hauts-de-France,oui,0.18735676088617265,veuf,0.6000000000000001,0.42,,,0.0
Vega,Peter,0.3508771929824561,-0.2152049662272551,0.6311274509803922,F,non,bac,Île-de-France,oui,0.267379679144385,célibataire,0.0,0.53,0.5774134790528233,1.0,0.28813146010841156
Guzman,Jeremy,0.4385964912280701,1.3181909738335005,0.4276960784313725,F,oui,bac,Auvergne-Rhône-Alpes,oui,0.22478991596638653,,0.6000000000000001,0.85,0.023679417122040025,,0.0
Dudley,Christopher,0.9649122807017544,-0.4605483166369766,0.6409313725490197,F,non,doctorat,Corse,oui,0.1650114591291062,célibataire,,0.15,0.13843351548269578,1.0,0.0
Patton,Joe,0.49122807017543857,0.24481381579097158,0.48039215686274517,H,non,bac+2,Hauts-de-France,non,0.3766233766233766,,1.0,0.53,,0.1397657583992689,0.0
Campbell,Charles,0.5964912280701754,0.9706212274197287,0.446078431372549,F,non,doctorat,Bretagne,oui,0.21065699006875477,marié,0.0,0.39,0.0018214936247722413,,0.251026924926152
Rich,Caitlin,0.3508771929824561,-1.2272462866673544,0.6041666666666667,F,oui,bac,Île-de-France,oui,0.2574484339190221,célibataire,0.2,0.99,,1.0,0.10895040041125878
Green,Lauren,0.5614035087719298,-0.6036652710426477,0.7083333333333335,H,non,bac,Corse,oui,0.4703972498090145,divorcé,1.0,0.2,0.6775956284153005,,0.0
Rogers,Carol,0.3508771929824561,-1.5850386726815306,0.5588235294117647,F,oui,master,Normandie,non,0.099694423223835,veuf,0.6000000000000001,0.25,0.32969034608378867,0.5190110867944494,0.0
Johnson,Barbara,0.5263157894736842,1.1137381818253997,0.5686274509803921,F,non,bac+2,Auvergne-Rhône-Alpes,oui,0.35160427807486627,marié,,0.21,0.22040072859744986,,0.01889447852514473
Sutton,Cynthia,0.08771929824561403,-0.8387859818519618,0.642156862745098,F,non,doctorat,Occitanie,oui,0.21715049656226126,divorcé,,0.29,0.24590163934426224,0.5190110867944494,0.45328123820401883
Middleton,Kevin,0.45614035087719296,-1.1863557282657338,0.5625,H,non,bac,Auvergne-Rhône-Alpes,non,0.494270435446906,célibataire,,0.39,,0.5190110867944494,0.0
Benjamin,Dwayne,0.8771929824561403,-1.3703632410730255,0.8455882352941178,H,oui,bac,Occitanie,oui,0.35962566844919786,divorcé,0.2,0.27,,1.0,0.0
Reed,Keith,0.49122807017543857,-1.4828122766774803,0.38725490196078427,F,non,bac+2,Île-de-France,non,0.33231474407944994,divorcé,,0.38,0.02003642987249543,0.5190110867944494,0.0
Browning,Lisa,0.7719298245614034,-1.21702364706695,0.5575980392156864,H,oui,doctorat,Corse,oui,0.007639419404125283,,,0.43,,0.144314951540367,0.01380065078510451
Lee,Kelly,0.07017543859649122,-0.9410123778560122,0.5085784313725491,H,non,bac+2,Bretagne,oui,0.14362108479755537,,0.6000000000000001,0.15,,1.0,0.5191397263327919
Elliott,Russell,0.07017543859649122,-0.5321067938398106,0.25,F,oui,aucun,Normandie,non,0.35160427807486627,veuf,,0.41,,1.0,0.0
Hamilton,Sean,0.10526315789473684,1.0115117858213494,0.6151960784313727,F,oui,bac,Hauts-de-France,non,0.5966386554621849,marié,,0.59,0.5118397085610199,,0.0
Short,Kenneth,0.22807017543859642,1.21596457782945,0.6311274509803922,F,oui,master,Occitanie,oui,0.4757448433919022,,0.4,0.56,0.3205828779599271,0.1093662971068517,0.8901079492613398
Peters,Donna,0.17543859649122806,0.6230514810059569,0.3443627450980392,H,non,bac,Provence-Alpes-Côte d’Azur,oui,0.31283422459893045,,0.4,0.42,,0.5190110867944494,0.22615989202179962
Pugh,Kelly,0.03508771929824561,0.05058366338327529,0.28676470588235303,F,oui,bac,Corse,non,0.2912528647822765,marié,,0.05,0.814207650273224,0.08590365792068494,0.0
Johnston,Nicholas,0.9824561403508772,-0.031197453419966173,0.5698529411764707,H,non,bac+2,Corse,oui,0.23854087089381204,célibataire,,0.6,,,0.0394525364474491
Flores,Jonathan,0.8596491228070174,-0.28676344343009214,0.6066176470588236,F,non,aucun,Normandie,oui,0.45511841100076394,célibataire,0.8,0.12,,,0.0
Rodriguez,Kevin,0.4035087719298246,-0.8081180630507484,0.2622549019607844,H,oui,bac+2,Corse,oui,0.7454163483575249,célibataire,0.6000000000000001,0.83,,1.0,0.6032787880624876
Perez,Amanda,0.24561403508771928,-0.34809928103252175,0.3970588235294118,H,oui,doctorat,Auvergne-Rhône-Alpes,non,0.33307868601986246,,0.2,0.35,,0.13780236165556384,0.0
Long,Michael,0.45614035087719296,-0.8592312610527736,0.5220588235294118,H,oui,bac,Auvergne-Rhône-Alpes,oui,0.6294881588999236,,,0.47,0.2477231329690346,0.5190110867944494,0.7910764098791337
Montoya,Laura,0.8070175438596491,0.909285389817299,0.6053921568627451,F,non,master,Normandie,oui,0.22421695951107712,veuf,0.2,0.2,,0.09266347610687574,0.04648836123351398
Lopez,Sarah,0.7543859649122807,1.185296659028234,0.25245098039215685,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,0.4207410236822002,célibataire,,0.14,,,0.37875190628251737
Webb,Justin,0.4035087719298246,-2.6788611099248687,0.2193627450980392,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,0.1478227654698243,marié,0.6000000000000001,0.97,,0.09369952622592048,0.07104088767999817
Gordon,Toni,0.719298245614035,0.5003798058010975,0.14583333333333337,F,non,master,Provence-Alpes-Côte d’Azur,non,0.577922077922078,marié,0.4,0.08,,0.5190110867944494,0.0
Nichols,Elijah,0.8421052631578948,0.510602445401502,0.4558823529411766,H,oui,bac+2,Île-de-France,oui,0.0,,0.8,0.49,0.0036429872495445936,0.5190110867944494,0.0
Alexander,Devin,0.49122807017543857,-0.4094351186349514,0.35049019607843135,H,non,doctorat,Normandie,oui,0.18506493506493504,célibataire,,0.43,,,0.17018066847877247
Bradley,Emily,0.7543859649122807,-0.7672275046491277,0.5600490196078433,F,oui,bac+2,Normandie,non,0.27769289533995417,divorcé,0.8,0.04,,,0.0
Aguilar,Nicole,0.7543859649122807,-1.6565971498843648,0.3125000000000001,H,non,bac+2,Occitanie,oui,0.00019098548510312896,marié,0.0,0.82,,1.0,0.2864757082196783
Peterson,Brittany,0.7719298245614034,-1.3294726826714047,0.21568627450980393,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,0.0,marié,0.2,0.49,,0.5190110867944494,0.0
Henry,Javier,0.6842105263157895,1.563534324243222,0.4693627450980392,F,oui,aucun,Corse,oui,0.5752482811306341,célibataire,,0.59,,,0.0
Ross,Michael,0.6666666666666666,-0.8081180630507484,0.3112745098039216,H,oui,aucun,Normandie,oui,0.3368983957219251,célibataire,,0.67,,,0.05939996881633419
Trujillo,Steven,0.42105263157894735,-1.8814952210932774,0.7365196078431373,H,oui,aucun,Corse,oui,0.4766997708174178,,0.8,0.21,,0.09884322166374065,0.0246639829115182
Mejia,Joshua,0.6140350877192983,0.11191950098570494,0.42156862745098045,F,non,aucun,Corse,non,0.3481665393430099,célibataire,,0.69,0.7067395264116575,,0.0
Johnson,Lauren,0.543859649122807,0.5003798058010975,0.511029411764706,F,oui,doctorat,Occitanie,oui,0.48720397249809017,marié,0.6000000000000001,0.54,,0.5190110867944494,0.7328182638745968
Johnson,Kimberly,0.543859649122807,-0.31743136223130547,0.47058823529411764,H,oui,master,Corse,non,0.8827349121466769,veuf,,0.97,0.6466302367941711,0.5190110867944494,0.08655513768855976
Hester,Joseph,0.6140350877192983,2.248451177470358,0.4387254901960784,F,non,bac+2,Bretagne,oui,0.11650114591291062,célibataire,,0.24,,,0.20239438767503556
Guerrero,Steven,0.15789473684210525,0.5208250850019064,0.6678921568627452,F,non,bac,Bretagne,non,0.497135217723453,célibataire,1.0,0.47,,,0.0
Williams,Teresa,0.38596491228070173,0.3879307701966427,0.7941176470588236,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,0.0,célibataire,0.0,0.31,,1.0,0.0
Martinez,John,0.9824561403508772,0.17325533858813458,0.2230392156862745,F,non,doctorat,Normandie,non,0.33785332314744076,célibataire,0.2,0.59,,0.13777638825425073,0.0
Lewis,Russell,0.7894736842105262,-1.1863557282657338,0.38725490196078427,H,non,master,Provence-Alpes-Côte d’Azur,oui,0.21180290297937354,marié,0.2,0.14,0.1912568306010929,,0.5046966282602634
Aguirre,Haley,0.6491228070175438,0.39815340979704716,0.5073529411764706,F,non,master,Hauts-de-France,non,0.3666921313980137,célibataire,,0.97,,1.0,0.0
Harris,Shirley,0.42105263157894735,2.616466203084939,0.42156862745098045,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,0.5460275019098549,divorcé,1.0,0.36,0.8105646630236795,1.0,0.4129240748875953
Simon,Jessica,0.3508771929824561,1.1239608214258043,0.7598039215686276,H,non,master,Occitanie,oui,0.35236822001527884,célibataire,,0.89,,0.0855890911714485,0.36682078917285327
Roberts,Keith,0.8245614035087719,-0.16409176822522992,0.38602941176470595,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,0.21142093200916728,divorcé,,0.25,0.2367941712204007,0.5190110867944494,0.6490233958622608
Martinez,Joyce,0.33333333333333337,-0.49121623543819287,0.5269607843137256,F,oui,master,Occitanie,non,0.005729564553093966,célibataire,1.0,0.27,0.5919854280510018,1.0,0.00015591708227118486
Perkins,Christian,0.8596491228070174,-0.8490086214523692,0.39950980392156865,H,non,master,Auvergne-Rhône-Alpes,oui,0.8176088617265088,divorcé,0.6000000000000001,0.8,0.12932604735883424,1.0,0.38613738679885046
Barry,Richard,0.0,0.6332741206063612,0.22181372549019607,H,oui,doctorat,Occitanie,non,0.24713521772345298,veuf,0.4,0.07,0.652094717668488,1.0,0.0
Ramirez,Peggy,0.49122807017543857,0.4594892473994768,0.43014705882352944,F,oui,bac+2,Île-de-France,oui,0.6432391138273491,divorcé,0.0,0.89,,0.5190110867944494,0.6151894568875691
Silva,Samuel,0.0,0.15281005938732567,0.7610294117647058,H,non,bac,Bretagne,oui,0.5817417876241406,célibataire,,0.65,0.09836065573770492,,0.4491447918527538
Hogan,Michael,0.543859649122807,-0.4401030374361677,0.2598039215686274,F,non,master,Île-de-France,oui,0.20989304812834225,veuf,,0.82,0.04553734061930781,0.10413987157596016,0.11519747499796013
Lee,Alyssa,0.4385964912280701,-0.6241105502434566,0.6335784313725491,H,oui,doctorat,Hauts-de-France,oui,0.27711993888464476,marié,0.6000000000000001,0.24,0.08561020036429867,,0.5024518304203357
Wagner,Brendan,0.05263157894736842,-1.2783594846693795,0.7316176470588236,F,oui,master,Bretagne,non,0.297746371275783,marié,1.0,0.1,,0.5190110867944494,0.0717953271274531
Miller,Sandra,0.26315789473684215,-0.28676344343009214,0.6813725490196079,H,non,aucun,Hauts-de-France,oui,0.6138273491214667,,0.0,0.61,,0.10912099276111686,0.0
Walker,Shannon,0.03508771929824561,-1.8508273022920612,0.7708333333333333,H,oui,bac+2,Occitanie,non,0.0038197097020626486,veuf,1.0,0.78,0.5846994535519124,1.0,0.0
White,Cynthia,0.5263157894736842,-0.02097481381955881,0.7818627450980393,H,non,bac+2,Occitanie,oui,0.3359434682964095,veuf,,0.32,0.652094717668488,,0.21948016443629853
Johnston,Nancy,0.631578947368421,1.3897494510363346,0.6017156862745098,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,0.724025974025974,,0.2,0.91,,0.5190110867944494,0.8307320719232991
Alvarado,Martha,0.42105263157894735,0.06080630298367975,0.5441176470588235,H,non,master,Corse,oui,0.9469060351413293,marié,0.8,0.74,0.6065573770491802,0.14520093311849164,0.3819184907441237
Evans,Lori,0.08771929824561403,0.4799345266002857,0.32720588235294124,F,oui,aucun,Corse,oui,0.24675324675324672,veuf,,0.5,,0.5190110867944494,0.1455816128831332
Hicks,Victoria,0.5789473684210525,0.7968363542128442,0.44852941176470584,H,non,aucun,Hauts-de-France,non,0.1489686783804431,veuf,,0.93,,0.10957504629518289,0.0
Peterson,Leslie,0.7543859649122807,-1.687265068685581,0.7549019607843137,H,non,doctorat,Normandie,oui,0.11019862490450726,,0.2,0.41,,1.0,0.0945557108923195
Johnson,Jennifer,0.9999999999999999,-1.615706591482747,0.48774509803921573,F,oui,aucun,Bretagne,oui,0.2807486631016043,,,0.23,0.17122040072859734,,0.3168569952199477
Wilcox,Jim,0.3508771929824561,2.5960209238841303,0.7279411764705883,F,oui,bac,Corse,oui,0.3244843391902215,divorcé,0.2,0.52,0.1584699453551912,0.5190110867944494,0.18205113419561933
Martin,Katherine,0.08771929824561403,-1.1659104490649248,0.8860294117647061,H,oui,master,Provence-Alpes-Côte d’Azur,non,0.029602750190985475,célibataire,,0.93,0.28415300546448086,0.5190110867944494,0.0
Chandler,Stephen,0.3157894736842105,0.8581721918152738,0.3713235294117647,F,non,aucun,Hauts-de-France,oui,0.39533995416348355,veuf,,0.26,,1.0,0.0
Campbell,Carol,0.6140350877192983,-0.8285633422515574,0.47426470588235303,F,non,master,Hauts-de-France,oui,0.4990450725744843,divorcé,0.2,0.99,0.14571948998178497,,0.06595709265192772
Bell,Sean,0.3157894736842105,-0.4094351186349514,0.7634803921568629,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,0.5169977081741788,célibataire,0.6000000000000001,0.96,,0.17753589379764798,0.0
Rodgers,Lisa,0.9298245614035087,1.563534324243222,0.4509803921568628,H,oui,bac,Auvergne-Rhône-Alpes,oui,0.3071046600458365,marié,,0.05,0.6229508196721311,0.080849426420721,0.31420210892036665
Compton,Ashley,0.7017543859649124,0.582160922604336,0.616421568627451,H,non,aucun,Corse,non,0.34893048128342247,célibataire,0.4,0.95,,1.0,0.0
Juarez,Cody,0.3157894736842105,-1.3908085202738345,0.42524509803921573,F,non,doctorat,Île-de-France,non,0.32219251336898397,célibataire,,0.54,,,0.1635044035000153
Hunter,Bradley,0.49122807017543857,-0.7672275046491277,0.3443627450980392,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,0.7597402597402598,marié,,0.42,0.4444444444444444,,0.7030241086521188
Moore,Anthony,0.8421052631578948,-0.30720872263090104,0.5808823529411764,F,oui,master,Occitanie,oui,0.18430099312452253,veuf,0.6000000000000001,0.42,0.5974499089253188,0.09513960703205791,0.5950224202216025
Martin,Dana,0.12280701754385964,-0.41965775823535584,0.5759803921568628,H,non,master,Corse,non,0.0,,1.0,0.94,0.4663023679417121,0.1125292802000914,0.0
Rivera,Jessica,0.12280701754385964,0.929730669018108,0.3970588235294118,F,non,aucun,Hauts-de-France,oui,0.5783040488922843,célibataire,0.6000000000000001,0.49,,0.5190110867944494,0.023909929379921497
Coleman,Michelle,0.14035087719298245,1.6146475222452472,0.42524509803921573,F,non,doctorat,Auvergne-Rhône-Alpes,oui,0.6768525592055005,veuf,0.4,0.57,,0.5190110867944494,0.5046790447555971
Hammond,Larry,0.08771929824561403,1.6350928014460562,0.9509803921568629,F,non,aucun,Corse,oui,0.46810542398777694,marié,,0.99,,0.5190110867944494,0.0
Pace,Tyler,0.08771929824561403,0.9706212274197287,0.5649509803921569,F,oui,bac+2,Occitanie,non,0.0,célibataire,0.6000000000000001,0.17,,1.0,0.0
Coffey,Steven,0.8947368421052632,-0.37876719983373514,0.11764705882352938,F,non,bac,Corse,non,0.2501909854851031,divorcé,0.6000000000000001,0.91,,,0.0
Flowers,Sean,0.17543859649122806,-2.0246121754989486,0.5404411764705882,F,oui,doctorat,Normandie,oui,0.2769289533995416,,,0.27,0.936247723132969,0.5190110867944494,0.7559717548896447
Brown,Benjamin,0.17543859649122806,0.6434967602067686,0.3088235294117647,H,non,master,Hauts-de-France,oui,0.5145148968678381,marié,,0.97,,0.15204829128688582,0.3878858170402534
Becker,Mary,0.7017543859649124,-0.29698608303049656,0.536764705882353,F,oui,bac,Bretagne,oui,0.5294117647058824,célibataire,0.6000000000000001,0.76,0.6429872495446266,,0.466197860270853
Wolfe,Gregory,0.9298245614035087,0.837726912614462,0.6862745098039216,F,oui,aucun,Normandie,oui,0.6758976317799847,célibataire,1.0,0.14,,,0.6702443708630186
Olsen,Mark,0.5964912280701754,1.9622172686590162,0.42647058823529416,H,non,aucun,Occitanie,oui,0.22860962566844917,célibataire,0.8,0.19,0.5865209471766849,0.5190110867944494,0.0
Robles,Lori,0.3508771929824561,-0.5525520730406225,0.43504901960784326,H,non,bac,Hauts-de-France,oui,0.29660045836516424,,1.0,0.47,0.17486338797814205,0.5190110867944494,0.10021321653913318
Hughes,Zachary,0.3157894736842105,-2.6890837495252757,0.5343137254901961,F,non,master,Auvergne-Rhône-Alpes,non,0.9291443850267379,célibataire,,0.64,0.12204007285974494,0.1150612058392054,0.12935297262865086
Smith,Nicole,0.45614035087719296,0.3163722929938057,0.4718137254901962,H,oui,master,Auvergne-Rhône-Alpes,non,0.15068754774637128,célibataire,0.6000000000000001,0.78,,0.155703807027248,0.0
Wood,Brittany,0.719298245614035,0.7968363542128442,0.5980392156862746,F,non,bac,Occitanie,oui,0.6858288770053477,divorcé,,0.94,0.4845173041894354,0.09731463889757341,0.08065436321527424
Cooper,Amber,0.0,1.7577644766509153,0.4987745098039217,H,non,master,Occitanie,oui,0.2324293353705118,,,0.34,,0.1404227892547077,0.42678454558494117
Oneal,Amy,0.6666666666666666,-0.04142009302037063,0.5183823529411765,F,non,bac,Occitanie,oui,0.6894576012223071,célibataire,,0.65,0.8178506375227687,0.5190110867944494,0.39308602226912137
French,Melissa,0.07017543859649122,-0.6547784690446729,0.6176470588235294,F,non,bac+2,Île-de-France,oui,0.5903361344537815,divorcé,,0.88,,,0.2960311351485821
Parker,Michael,0.9122807017543858,1.21596457782945,0.4424019607843137,F,oui,master,Occitanie,oui,0.45588235294117646,marié,,0.61,,0.5190110867944494,0.0
Byrd,James,0.8421052631578948,-1.2988047638701885,0.2818627450980393,F,oui,master,Corse,oui,0.4029793735676088,divorcé,,0.2,0.3825136612021858,,0.2711156975526668
Stewart,Amanda,0.6666666666666666,0.7252778770100072,0.6666666666666667,H,non,doctorat,Auvergne-Rhône-Alpes,oui,0.4054621848739495,divorcé,0.0,0.63,0.6939890710382514,0.13333397465188426,0.8915312665402866
Ferguson,Douglas,0.8947368421052632,-0.9921255758580374,0.8468137254901962,F,oui,master,Normandie,oui,0.5460275019098549,marié,0.8,0.18,0.40437158469945345,0.12517928861739736,0.708155562174476
Serrano,Ian,0.6842105263157895,-0.9512350174564196,0.5220588235294118,F,oui,bac+2,Occitanie,non,0.7463712757830405,marié,,0.54,0.10746812386156646,1.0,0.0
Page,Javier,0.07017543859649122,2.4120134110768383,0.5196078431372548,H,oui,bac,Corse,non,0.505729564553094,veuf,,0.52,,,0.0
Nelson,Jacqueline,0.9122807017543858,0.46971188699988126,0.5392156862745099,F,non,aucun,Normandie,oui,0.7074102368220015,célibataire,1.0,0.22,0.5336976320582877,0.5190110867944494,0.452744841289057
Walker,Brett,0.10526315789473684,-0.797895423450344,0.5490196078431373,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,0.3794881588999236,célibataire,,0.04,0.09836065573770492,1.0,0.0
Brown,Jacob,0.5614035087719298,-0.3378766414321173,0.545343137254902,F,oui,bac+2,Île-de-France,oui,0.23529411764705882,marié,0.2,0.89,0.9435336976320582,1.0,0.4402230264439428
Crawford,Daniel,0.22807017543859642,1.2875230550322843,0.4068627450980392,F,non,aucun,Île-de-France,oui,0.4052711993888464,marié,0.0,0.46,0.09471766848816021,0.10206199947091221,0.16574836811877852
White,Jacob,0.4035087719298246,0.347040211795022,0.3431372549019609,H,oui,aucun,Occitanie,oui,0.5030557677616502,veuf,,0.23,0.14025500910746802,0.1240556985161492,0.0
Cruz,Brandon,0.33333333333333337,0.23459117619056713,0.7132352941176472,F,non,doctorat,Île-de-France,non,0.4272345301757066,divorcé,1.0,0.13,0.5100182149362477,1.0,0.024028070670474754
Davis,April,0.45614035087719296,0.582160922604336,0.6323529411764707,H,oui,master,Corse,non,0.1367456073338426,,1.0,0.72,0.02914389799635697,1.0,0.0
Brown,Daisy,0.6666666666666666,-1.9530536982961115,0.37745098039215685,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,0.3113063407181054,célibataire,,0.59,0.9908925318761385,,0.005900332514207875
Fitzgerald,Joshua,0.3508771929824561,0.11191950098570494,0.3112745098039216,F,non,doctorat,Bretagne,oui,0.4675324675324675,veuf,0.4,0.91,,0.1274158870638032,0.42714276916270977
Stanley,Jessica,0.543859649122807,0.9808438670201332,0.2720588235294118,H,oui,bac,Occitanie,non,0.1967150496562261,célibataire,0.4,0.58,,0.09183040330920372,0.0
Garcia,Allison,0.2807017543859649,0.4799345266002857,0.3431372549019609,F,oui,bac,Île-de-France,non,0.2536287242169595,divorcé,,0.54,,0.5190110867944494,0.0
Bean,Susan,0.9473684210526315,0.510602445401502,0.5220588235294118,F,non,bac+2,Auvergne-Rhône-Alpes,oui,0.34415584415584416,veuf,1.0,0.46,0.8469945355191256,,0.0
Chapman,Anthony,0.19298245614035092,0.7763910750120324,0.6776960784313726,F,non,bac,Normandie,oui,0.20817417876241406,divorcé,0.0,0.34,,0.5190110867944494,0.0
Arnold,Sandra,0.2807017543859649,0.09147422178489602,0.5183823529411765,F,non,master,Bretagne,non,0.6957601222307105,marié,1.0,0.68,0.30236794171220394,0.5190110867944494,0.04277547041340886
Ramos,David,0.9473684210526315,0.7048325978091983,0.7598039215686276,H,non,bac+2,Hauts-de-France,non,0.5063025210084034,veuf,,0.38,0.7650273224043714,0.5190110867944494,0.0
George,Sherry,0.017543859649122806,-0.1947596870264462,0.547794117647059,F,non,doctorat,Occitanie,oui,0.8084415584415585,,0.0,0.88,,0.15649359082273154,0.514014119971232
Martin,Amanda,0.17543859649122806,-1.1863557282657338,0.3848039215686275,H,oui,master,Île-de-France,non,0.44308632543926657,marié,0.4,0.21,0.6357012750455372,,0.35789031192055343
Rios,William,0.5789473684210525,0.2959270137929968,0.321078431372549,F,oui,aucun,Normandie,non,0.7030175706646296,marié,,0.1,0.2859744990892531,,0.0
Burnett,Jessica,0.7017543859649124,-0.39921247903454693,0.8112745098039218,H,non,bac+2,Normandie,non,0.5030557677616502,divorcé,,0.94,,0.05999278516630192,0.0
Stout,Kurt,0.22807017543859642,0.10169686138530047,0.4718137254901962,F,oui,doctorat,Hauts-de-France,oui,0.4308632543926661,célibataire,,0.39,,0.0672624516004906,0.4434558133324778
Tran,Paula,0.12280701754385964,-0.9307897382556077,0.33333333333333337,H,oui,bac,Hauts-de-France,oui,0.7486631016042781,veuf,,0.05,,1.0,0.5707657699427003
Harrison,Brian,0.8596491228070174,1.0728476234237792,0.5012254901960784,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,0.6837280366692132,marié,,0.28,,1.0,0.8024292433357921
Davidson,Amanda,0.7719298245614034,-0.9716802966572284,0.6176470588235294,F,non,bac+2,Normandie,oui,0.4713521772345302,célibataire,0.4,0.4,,,0.31092157923623154
Rogers,Sharon,0.49122807017543857,-0.562774712641027,0.5404411764705882,H,oui,aucun,Île-de-France,non,0.3000381970970206,célibataire,,0.73,0.41530054644808734,0.5190110867944494,0.0
Lang,James,0.7543859649122807,-0.22542760582765956,0.4019607843137255,H,non,bac+2,Auvergne-Rhône-Alpes,oui,0.20187165775401067,divorcé,,0.1,,,0.26214042885480343
Patel,Jose,0.8421052631578948,0.2652590949917805,0.6213235294117648,H,non,bac,Île-de-France,oui,0.0,veuf,,0.42,,,0.38462868557254026
Edwards,Brian,0.6666666666666666,0.5719382830039316,0.6482843137254901,F,non,master,Île-de-France,oui,0.39457601222307104,,0.4,0.48,,0.5190110867944494,0.5044831694265329
Marsh,Eric,0.8070175438596491,0.6639420394075776,0.6911764705882353,H,oui,bac,Normandie,oui,0.5307486631016043,,1.0,0.3,,,0.5452945835237193
Lee,Louis,0.2807017543859649,-1.4214764390750507,0.7450980392156863,F,oui,master,Occitanie,oui,0.9239877769289534,,,0.27,,1.0,0.9869175816040763
Fleming,Sandra,0.15789473684210525,-0.16409176822522992,0.258578431372549,H,oui,aucun,Corse,non,0.6673032849503439,divorcé,,0.61,,,0.0
Ryan,Jennifer,0.12280701754385964,-0.5218841542394063,0.46691176470588236,F,oui,doctorat,Île-de-France,oui,0.2935446906035141,marié,,0.39,0.30236794171220394,,0.9166725939874044
Leblanc,Victoria,0.45614035087719296,-2.5868573535212254,0.2193627450980392,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,0.05691367456073339,,,0.2,0.9617486338797813,0.12049926649190737,0.2884438600929294
